1	0.001111
10	0.000336
50	0.000452
100	0.00022
200	0.000198
300	0.000187
400	0.00015
500	0.000153
600	0.00015
700	0.000122
1000	0.00013
2000	0.000107
2500	0.000107
3000	0.000072
4000	0.000076
4999	0.000074


