1	0.000632
10	0.000457
50	0.000617
100	0.000908
200	0.001726
300	0.00152
400	0.002736
500	0.002709
600	0.002886
700	0.00515
1000	0.006117
2000	0.012589
2500	0.038992
3000	0.020937
4000	0.03598
4999	0.03068
