1	0.001474
10	0.000731
50	0.000782
100	0.000766
200	0.001392
300	0.001071
400	0.001593
500	0.001706
600	0.00157
700	0.003035
1000	0.003055
2000	0.006521
2500	0.021113
3000	0.020206
4000	0.016856
4999	0.006984

